AX AY AZ AT GX GY GZ GT TS
-0.23 -0.18 -2.18 -2.59 -4.94 -1.16 29.97 23.86 1655503802.3231354
-0.2 -0.2 -2.17 -2.58 -12.94 -8.3 39.49 18.25 1655503802.3249276
-0.2 -0.16 -2.15 -2.51 -23.74 -9.28 46.51 13.49 1655503802.3285992
-0.17 -0.18 -2.14 -2.49 -28.2 -14.34 54.44 11.9 1655503802.3317199
-0.15 -0.14 -2.1 -2.39 -32.53 -16.72 57.07 7.81 1655503802.335085
-0.12 -0.12 -2.1 -2.34 -38.27 -17.7 59.2 3.23 1655503802.3386822
-0.1 -0.12 -2.06 -2.28 -39.49 -22.52 59.51 -2.5 1655503802.3418107
-0.07 -0.09 -2.02 -2.18 -41.63 -20.26 56.82 -5.07 1655503802.3453114
-0.05 -0.08 -2.0 -2.13 -42.11 -16.3 53.71 -4.7 1655503802.3486466
-0.03 -0.06 -2.02 -2.12 -39.79 -17.52 48.03 -9.28 1655503802.3526292
-0.01 -0.06 -1.97 -2.04 -37.05 -16.42 40.77 -12.7 1655503802.364342
-0.01 -0.06 -1.97 -2.03 -33.39 -14.59 15.69 -32.29 1655503802.3655076
-0.01 -0.06 -1.93 -2.0 -28.81 -13.92 20.51 -22.22 1655503802.3666475
0.0 -0.05 -1.93 -1.98 -21.85 -7.14 12.82 -16.17 1655503802.37337
-0.0 -0.06 -1.94 -2.0 -11.11 -5.31 4.52 -11.9 1655503802.3738945
-0.01 -0.07 -1.92 -2.0 -6.29 -1.46 -3.23 -10.99 1655503802.3745372
-0.02 -0.08 -1.93 -2.04 1.46 2.38 -10.07 -6.23 1655503802.3750525
-0.05 -0.09 -1.92 -2.06 8.97 4.7 -15.87 -2.2 1655503802.3779325
-0.07 -0.11 -1.95 -2.13 15.63 6.29 -21.18 0.73 1655503802.3815444
-0.08 -0.12 -1.95 -2.15 22.03 9.58 -23.07 8.54 1655503802.384629
-0.1 -0.14 -1.96 -2.2 29.85 14.16 -23.25 20.75 1655503802.3880758
-0.12 -0.16 -1.98 -2.25 32.96 17.21 -20.81 29.36 1655503802.3916953
-0.14 -0.17 -1.99 -2.3 36.62 19.71 -19.23 37.11 1655503802.3946757
-0.15 -0.18 -2.0 -2.32 40.04 20.39 -14.71 45.72 1655503802.3978453
-0.16 -0.18 -2.0 -2.34 40.28 23.5 -8.24 55.54 1655503802.4012368
-0.16 -0.18 -2.02 -2.37 41.99 27.71 -2.62 67.08 1655503802.4051645
-0.17 -0.18 -2.04 -2.39 42.97 27.59 2.93 73.49 1655503802.407869
-0.16 -0.18 -2.01 -2.35 41.99 27.1 8.79 77.88 1655503802.41133
-0.15 -0.17 -2.05 -2.37 40.28 28.32 13.06 81.67 1655503802.4149919
-0.14 -0.15 -2.06 -2.36 41.38 27.28 16.97 85.63 1655503802.418264
-0.13 -0.14 -2.07 -2.33 40.77 24.78 19.53 85.08 1655503802.4216378
-0.11 -0.13 -2.07 -2.32 40.34 24.17 21.0 85.51 1655503802.4245849
-0.11 -0.12 -2.07 -2.3 40.16 24.05 21.48 85.69 1655503802.428082
-0.1 -0.12 -2.08 -2.3 34.73 23.62 22.22 80.57 1655503802.431575
-0.1 -0.12 -2.09 -2.31 31.98 21.97 20.69 74.65 1655503802.434541
-0.1 -0.11 -2.09 -2.29 26.92 19.53 19.41 65.86 1655503802.4379516
-0.09 -0.11 -2.1 -2.3 24.48 18.01 18.49 60.97 1655503802.442151
-0.09 -0.11 -2.1 -2.3 22.64 16.17 18.31 57.13 1655503802.445041
-0.09 -0.1 -2.1 -2.29 19.1 13.43 16.48 49.01 1655503802.4482064
-0.09 -0.1 -2.1 -2.29 14.16 10.31 13.73 38.21 1655503802.452695
-0.09 -0.1 -2.09 -2.29 12.02 8.48 10.44 30.94 1655503802.4650037
-0.09 -0.1 -2.09 -2.29 8.61 6.47 10.31 25.39 1655503802.466053
-0.09 -0.11 -2.09 -2.29 3.54 4.27 7.87 15.69 1655503802.4671
-0.09 -0.11 -2.09 -2.29 1.22 3.11 6.96 11.29 1655503802.4681163
-0.09 -0.11 -2.08 -2.29 -0.92 1.4 5.74 6.23 1655503802.4742424
-0.1 -0.12 -2.08 -2.29 -4.27 0.73 3.91 0.37 1655503802.47531
-0.1 -0.11 -2.08 -2.29 -7.39 -1.04 3.36 -5.07 1655503802.476356
-0.1 -0.12 -2.06 -2.28 -8.61 -1.77 3.72 -6.65 1655503802.477846
-0.11 -0.13 -2.06 -2.29 -8.3 -3.17 3.3 -8.18 1655503802.4810784
-0.11 -0.13 -2.05 -2.28 -7.69 -3.91 3.97 -7.63 1655503802.485026
-0.11 -0.14 -2.04 -2.29 -9.22 -2.69 4.82 -7.08 1655503802.4878411
-0.12 -0.14 -2.02 -2.28 -10.5 -5.25 7.51 -8.24 1655503802.4916956
-0.12 -0.14 -2.02 -2.28 -8.91 -2.56 6.96 -4.52 1655503802.4946094
-0.12 -0.15 -2.01 -2.28 -7.14 -2.26 9.46 0.06 1655503802.497945
-0.11 -0.14 -2.0 -2.25 -6.1 -0.79 10.62 3.72 1655503802.5018523
-0.1 -0.14 -2.0 -2.24 -2.93 0.0 11.6 8.67 1655503802.513613
-0.09 -0.13 -2.0 -2.22 -1.83 2.75 11.78 12.7 1655503802.514674
-0.09 -0.12 -2.0 -2.21 1.59 4.39 11.35 17.33 1655503802.5157182
-0.09 -0.12 -1.98 -2.19 6.16 6.16 10.13 22.46 1655503802.5167391
-0.08 -0.12 -1.99 -2.2 10.13 7.81 8.91 26.86 1655503802.5218189
-0.09 -0.13 -1.99 -2.2 10.86 9.28 7.81 27.95 1655503802.5228727
-0.09 -0.13 -1.99 -2.21 13.98 9.95 7.2 31.13 1655503802.5243995
-0.1 -0.14 -2.0 -2.24 16.54 11.6 7.08 35.22 1655503802.528516
-0.11 -0.14 -2.0 -2.25 19.41 13.55 7.2 40.16 1655503802.5316603
-0.11 -0.14 -2.0 -2.25 21.61 13.98 7.93 43.52 1655503802.5350127
-0.11 -0.14 -2.01 -2.26 25.33 16.91 8.67 50.9 1655503802.538009
-0.1 -0.14 -2.01 -2.25 27.28 19.1 10.74 57.13 1655503802.5413015
-0.11 -0.14 -2.02 -2.26 28.69 18.37 10.31 57.37 1655503802.5444086
-0.1 -0.13 -2.02 -2.25 27.71 20.32 11.54 59.57 1655503802.5476496
-0.1 -0.12 -2.03 -2.25 29.97 19.29 10.93 60.18 1655503802.5529313
-0.1 -0.12 -2.03 -2.25 32.59 20.87 10.5 63.96 1655503802.5646243
-0.1 -0.12 -2.04 -2.26 31.68 20.87 9.46 62.01 1655503802.5659306
-0.1 -0.12 -2.05 -2.27 32.23 20.08 9.28 61.58 1655503802.5674434
-0.1 -0.12 -2.06 -2.27 29.79 20.14 8.36 58.29 1655503802.5684965
-0.1 -0.12 -2.07 -2.29 28.32 18.55 8.18 55.05 1655503802.5751505
-0.11 -0.13 -2.07 -2.3 27.77 18.13 8.12 54.02 1655503802.5770278
-0.11 -0.12 -2.08 -2.31 26.18 16.42 7.63 50.23 1655503802.5780315
-0.11 -0.12 -2.08 -2.32 22.52 15.56 8.06 46.14 1655503802.5791168
-0.11 -0.13 -2.08 -2.32 19.96 12.76 8.3 41.02 1655503802.58062
-0.12 -0.13 -2.08 -2.33 16.48 12.94 9.03 38.45 1655503802.5839086
-0.11 -0.13 -2.08 -2.32 14.71 10.38 9.64 34.73 1655503802.5872295
-0.11 -0.13 -2.08 -2.32 12.63 8.85 10.38 31.86 1655503802.5904903
-0.1 -0.12 -2.08 -2.31 10.07 7.75 8.97 26.79 1655503802.593799
-0.1 -0.12 -2.07 -2.3 8.42 7.02 11.6 27.04 1655503802.597529
-0.1 -0.12 -2.07 -2.29 4.94 4.03 9.83 18.8 1655503802.6018536
-0.1 -0.12 -2.07 -2.29 3.97 4.88 9.22 18.07 1655503802.6103015
-0.1 -0.12 -2.06 -2.28 1.53 3.85 9.52 14.89 1655503802.6110463
-0.1 -0.12 -2.06 -2.28 -0.55 2.99 8.12 10.56 1655503802.6117575
-0.11 -0.12 -2.06 -2.29 -0.06 2.69 8.79 11.41 1655503802.616502
-0.11 -0.12 -2.04 -2.27 -1.65 0.73 7.93 7.02 1655503802.6172273
-0.1 -0.13 -2.04 -2.27 -1.16 2.08 6.71 7.63 1655503802.6207714
-0.11 -0.13 -2.04 -2.27 -1.46 0.24 8.36 7.14 1655503802.6240087
-0.11 -0.13 -2.03 -2.27 -0.61 0.92 9.46 9.77 1655503802.627052
-0.11 -0.13 -2.03 -2.26 -0.92 2.44 9.4 10.93 1655503802.630601
-0.1 -0.13 -2.02 -2.25 0.79 3.36 8.79 12.94 1655503802.633822
-0.1 -0.13 -2.02 -2.25 1.95 4.09 9.4 15.44 1655503802.6373906
-0.1 -0.13 -2.02 -2.25 3.85 4.94 8.18 16.97 1655503802.6404245
-0.09 -0.13 -2.02 -2.24 4.88 5.13 8.97 18.98 1655503802.6436868
-0.1 -0.13 -2.02 -2.24 5.55 5.98 9.77 21.3 1655503802.6470153
-0.1 -0.13 -2.0 -2.23 8.91 6.96 9.7 25.57 1655503802.6519444
-0.1 -0.13 -2.01 -2.24 10.99 8.54 8.97 28.5 1655503802.6604793
-0.1 -0.13 -2.01 -2.24 13.06 9.16 9.7 31.92 1655503802.6612184
-0.1 -0.13 -2.01 -2.24 15.63 9.58 9.46 34.67 1655503802.6619396
-0.1 -0.13 -2.01 -2.25 16.11 11.84 8.73 36.68 1655503802.666499
-0.1 -0.13 -2.01 -2.24 18.43 13.85 9.28 41.56 1655503802.6672685
-0.11 -0.13 -2.01 -2.25 19.53 14.28 9.83 43.64 1655503802.6708052
-0.11 -0.13 -2.02 -2.26 21.91 14.89 9.89 46.69 1655503802.6741605
-0.1 -0.13 -2.02 -2.25 23.32 16.11 9.77 49.19 1655503802.6773524
-0.1 -0.13 -2.03 -2.27 24.41 15.63 10.44 50.48 1655503802.6804683
-0.1 -0.12 -2.04 -2.26 24.35 17.46 9.7 51.51 1655503802.6835363
-0.1 -0.12 -2.04 -2.27 24.96 16.78 9.58 51.33 1655503802.6868367
-0.1 -0.12 -2.04 -2.26 24.17 16.97 9.58 50.72 1655503802.6901166
-0.1 -0.13 -2.05 -2.28 25.7 15.08 9.4 50.17 1655503802.69374
-0.1 -0.13 -2.05 -2.28 25.15 16.3 8.91 50.35 1655503802.6966896
-0.11 -0.12 -2.06 -2.29 23.5 15.32 10.19 49.01 1655503802.7002902
-0.1 -0.13 -2.06 -2.29 22.77 0.31 8.73 31.8 1655503802.7104268
-0.1 -0.13 -2.06 -2.29 22.64 15.38 9.77 47.79 1655503802.7112038
-0.11 -0.13 -2.06 -2.3 19.29 12.7 9.64 41.63 1655503802.7119403
-0.1 -0.12 -2.07 -2.3 18.49 12.94 9.16 40.59 1655503802.7132137
-0.11 -0.13 -2.07 -2.3 16.48 11.72 9.95 38.15 1655503802.7170734
-0.1 -0.12 -2.07 -2.29 14.89 11.11 10.31 36.32 1655503802.7198188
-0.11 -0.12 -2.06 -2.29 14.1 8.85 9.52 32.47 1655503802.723479
-0.1 -0.12 -2.07 -2.29 13.24 9.89 9.03 32.17 1655503802.7264206
-0.1 -0.12 -2.07 -2.29 10.38 7.87 9.34 27.59 1655503802.7300103
-0.11 -0.13 -2.06 -2.3 8.85 6.35 8.42 23.62 1655503802.7339659
-0.1 -0.13 -2.06 -2.29 7.02 4.52 9.22 20.75 1655503802.7369535
-0.1 -0.13 -2.05 -2.28 7.57 5.19 8.73 21.48 1655503802.7402718
-0.11 -0.13 -2.05 -2.28 5.49 5.68 7.32 18.49 1655503802.743277
-0.11 -0.13 -2.05 -2.29 5.8 5.25 9.09 20.14 1655503802.7465343
-0.11 -0.12 -2.05 -2.28 4.64 5.92 8.54 19.1 1655503802.7498639
-0.11 -0.13 -2.05 -2.28 4.03 5.19 10.01 19.23 1655503802.753108
-0.1 -0.12 -2.04 -2.27 3.66 3.91 8.85 16.42 1655503802.7644894
-0.11 -0.13 -2.04 -2.28 2.81 4.52 8.48 15.81 1655503802.7656171
-0.1 -0.13 -2.04 -2.27 2.26 3.05 8.97 14.28 1655503802.7671022
-0.1 -0.13 -2.03 -2.26 3.78 4.15 8.24 16.17 1655503802.7731426
-0.1 -0.13 -2.02 -2.25 3.66 6.23 8.85 18.74 1655503802.7743757
-0.1 -0.13 -2.02 -2.25 6.16 5.62 10.01 21.79 1655503802.7756712
-0.1 -0.13 -2.02 -2.25 5.8 6.04 9.52 21.36 1655503802.776635
-0.1 -0.13 -2.02 -2.24 7.14 7.2 8.73 23.07 1655503802.779575
-0.1 -0.13 -2.02 -2.25 9.46 8.06 8.3 25.82 1655503802.7828288
-0.1 -0.13 -2.01 -2.25 12.08 8.18 9.09 29.36 1655503802.7862234
-0.1 -0.13 -2.01 -2.25 13.55 11.17 10.25 34.97 1655503802.7895668
-0.1 -0.13 -2.02 -2.24 14.16 10.01 7.93 32.1 1655503802.7929058
-0.1 -0.13 -2.01 -2.24 14.47 10.56 8.91 33.94 1655503802.7962658
-0.1 -0.13 -2.02 -2.25 17.82 13.55 9.34 40.71 1655503802.7996383
-0.1 -0.12 -2.02 -2.25 18.49 13.0 8.97 40.47 1655503802.8028288
-0.1 -0.13 -2.03 -2.25 20.63 13.18 9.46 43.27 1655503802.8132925
-0.1 -0.13 -2.02 -2.25 19.96 11.9 8.79 40.65 1655503802.8142858
-0.1 -0.13 -2.03 -2.26 21.24 31.07 10.31 62.62 1655503802.8152993
-0.1 -0.13 -2.04 -2.27 21.06 13.61 9.89 44.56 1655503802.8162599
-0.11 -0.13 -2.04 -2.28 21.24 14.89 8.79 44.92 1655503802.821138
-0.1 -0.13 -2.04 -2.27 21.36 14.16 8.97 44.49 1655503802.822696
-0.1 -0.12 -2.04 -2.27 21.12 15.08 9.28 45.47 1655503802.826037
-0.1 -0.12 -2.05 -2.27 20.94 14.65 10.13 45.72 1655503802.8292894
-0.1 -0.12 -2.05 -2.28 19.41 14.34 8.67 42.42 1655503802.8327065
-0.11 -0.12 -2.06 -2.28 18.86 14.53 9.16 42.54 1655503802.8356771
-0.1 -0.12 -2.05 -2.28 17.15 13.18 9.03 39.37 1655503802.8395278
-0.1 -0.13 -2.06 -2.28 18.55 13.85 9.83 42.24 1655503802.8421707
-0.1 -0.12 -2.06 -2.28 16.36 13.12 8.54 38.02 1655503802.8460767
-0.1 -0.12 -2.06 -2.29 15.93 12.02 8.42 36.38 1655503802.8494446
-0.11 -0.13 -2.06 -2.29 13.85 11.72 9.4 34.97 1655503802.8548052
-0.1 -0.13 -2.05 -2.28 13.31 9.77 9.34 32.41 1655503802.8554132
-0.1 -0.13 -2.06 -2.29 12.27 9.58 8.24 30.09 1655503802.8589823
-0.1 -0.12 -2.06 -2.28 10.99 8.3 9.46 28.75 1655503802.862443
-0.11 -0.13 -2.05 -2.29 9.22 6.9 9.46 25.57 1655503802.866022
-0.11 -0.16 -2.05 -2.31 10.62 5.49 9.89 26.0 1655503802.8693247
-0.11 -0.13 -2.05 -2.28 9.03 5.25 8.85 23.13 1655503802.8725922
-0.1 -0.13 -2.05 -2.28 8.0 4.7 9.22 21.91 1655503802.8755405
-0.1 -0.12 -2.05 -2.27 7.75 4.82 9.22 21.79 1655503802.8787832
-0.11 -0.13 -2.04 -2.28 5.31 4.52 10.56 20.39 1655503802.882553
-0.1 -0.13 -2.04 -2.27 4.52 6.04 9.95 20.51 1655503802.885906
-0.11 -0.13 -2.04 -2.27 5.43 6.59 10.07 22.09 1655503802.8893201
-0.11 -0.13 -2.04 -2.27 5.62 6.29 9.03 20.94 1655503802.8928325
-0.11 -0.13 -2.03 -2.27 5.86 6.41 9.95 22.22 1655503802.8955379
-0.11 -0.13 -2.03 -2.27 5.98 7.02 9.7 22.71 1655503802.8991146
-0.1 -0.13 -2.03 -2.26 7.26 7.39 10.01 24.66 1655503802.9034111
-0.1 -0.13 -2.02 -2.25 8.54 8.79 9.7 27.04 1655503802.9152076
-0.11 -0.13 -2.03 -2.26 9.46 8.48 10.01 27.95 1655503802.9162886
-0.1 -0.13 -2.02 -2.25 10.13 8.12 9.46 27.71 1655503802.9173486
-0.1 -0.13 -2.03 -2.26 11.66 8.67 9.7 30.03 1655503802.9183865
-0.1 -0.12 -2.02 -2.25 12.57 10.74 9.28 32.59 1655503802.9234552
-0.1 -0.13 -2.02 -2.25 15.69 11.17 8.12 34.97 1655503802.9245272
-0.1 -0.12 -2.02 -2.24 14.89 9.95 9.4 34.24 1655503802.925572
-0.1 -0.13 -2.03 -2.26 14.95 11.6 9.09 35.64 1655503802.9291525
-0.1 -0.13 -2.02 -2.25 16.91 11.41 9.89 38.21 1655503802.9325001
-0.1 -0.13 -2.03 -2.25 16.66 11.84 9.58 38.09 1655503802.9365125
-0.1 -0.13 -2.03 -2.26 17.64 12.27 10.01 39.92 1655503802.9392552
-0.1 -0.13 -2.03 -2.26 18.01 12.57 9.83 40.41 1655503802.9421868
-0.11 -0.12 -2.03 -2.26 19.35 13.12 8.54 41.02 1655503802.9457762
-0.1 -0.12 -2.04 -2.26 19.17 14.59 8.24 41.99 1655503802.949066
-0.1 -0.12 -2.04 -2.26 18.68 15.14 9.4 43.21 1655503802.95266
-0.1 -0.13 -2.04 -2.27 20.32 14.1 8.0 42.42 1655503802.965392
-0.1 -0.13 -2.05 -2.27 18.98 13.24 8.85 41.08 1655503802.9666402
-0.11 -0.13 -2.05 -2.28 19.17 11.35 8.79 39.31 1655503802.9679737
-0.1 -0.13 -2.04 -2.27 18.8 11.66 8.3 38.76 1655503802.9685538
-0.1 -0.13 -2.06 -2.29 19.04 12.02 8.42 39.49 1655503802.9712324
-0.11 -0.13 -2.06 -2.29 16.72 13.0 9.09 38.82 1655503802.9716299
-0.1 -0.13 -2.06 -2.29 15.32 13.24 8.67 37.23 1655503802.975056
-0.11 -0.12 -2.06 -2.29 15.44 11.54 9.03 36.01 1655503802.9782865
-0.11 -0.12 -2.06 -2.29 13.79 10.86 7.81 32.47 1655503802.9815936
-0.1 -0.13 -2.06 -2.29 12.76 11.29 8.85 32.9 1655503802.9848814
-0.11 -0.12 -2.06 -2.29 11.66 10.07 7.87 29.6 1655503802.9882135
-0.1 -0.12 -2.06 -2.29 9.64 10.8 8.67 29.11 1655503802.9914348
-0.1 -0.12 -2.06 -2.28 9.83 9.09 9.4 28.32 1655503802.9954102
-0.1 -0.13 -2.06 -2.29 9.03 8.91 8.91 26.86 1655503802.9985101
-0.1 -0.12 -2.05 -2.28 8.73 8.67 8.91 26.31 1655503803.00149
-0.11 -0.13 -2.05 -2.28 7.81 7.2 10.31 25.33 1655503803.0095863
-0.1 -0.13 -2.04 -2.27 8.97 7.39 8.06 24.41 1655503803.010311
-0.1 -0.12 -2.04 -2.27 8.0 6.04 8.24 22.28 1655503803.0114036
-0.11 -0.12 -2.04 -2.27 8.0 6.1 8.91 23.01 1655503803.0158715
-0.1 -0.13 -2.03 -2.26 6.59 7.39 8.79 22.77 1655503803.0180993
-0.1 -0.13 -2.04 -2.27 9.16 8.48 8.79 26.43 1655503803.0219047
-0.1 -0.13 -2.03 -2.26 8.91 7.02 8.48 24.41 1655503803.0248864
-0.1 -0.13 -2.03 -2.27 8.97 7.51 8.85 25.33 1655503803.0288498
-0.1 -0.12 -2.03 -2.26 9.16 6.59 9.52 25.27 1655503803.0314088
-0.1 -0.13 -2.03 -2.26 8.67 9.46 8.48 26.61 1655503803.034859
-0.1 -0.13 -2.03 -2.25 10.13 8.61 7.81 26.55 1655503803.0385985
-0.1 -0.13 -2.05 -2.28 12.02 8.97 8.36 29.36 1655503803.0417507
-0.1 -0.13 -2.03 -2.26 11.47 9.46 9.89 30.82 1655503803.045245
-0.11 -0.13 -2.03 -2.27 11.47 10.56 9.16 31.19 1655503803.048317
-0.1 -0.13 -2.03 -2.26 12.88 10.44 8.0 31.31 1655503803.0527084
-0.1 -0.12 -2.03 -2.25 14.4 10.74 7.93 33.08 1655503803.0654814
-0.1 -0.13 -2.03 -2.25 14.34 10.07 8.42 32.84 1655503803.0665808
-0.1 -0.13 -2.03 -2.26 15.69 11.29 9.7 36.68 1655503803.067636
-0.1 -0.13 -2.03 -2.26 15.56 10.5 10.25 36.32 1655503803.0687003
-0.1 -0.13 -2.03 -2.26 16.36 12.08 10.07 38.51 1655503803.0738263
-0.1 -0.13 -2.04 -2.27 17.4 12.02 8.79 38.21 1655503803.0749173
-0.1 -0.13 -2.04 -2.26 17.21 12.7 9.03 38.94 1655503803.075961
-0.1 -0.13 -2.04 -2.27 19.29 13.55 9.28 42.11 1655503803.0781772
-0.1 -0.13 -2.04 -2.28 17.94 13.79 9.89 41.63 1655503803.0812097
-0.1 -0.13 -2.04 -2.27 16.78 11.78 8.24 36.8 1655503803.0846841
-0.1 -0.13 -2.04 -2.27 16.72 13.43 9.64 39.79 1655503803.0880382
-0.1 -0.13 -2.04 -2.27 17.03 12.7 8.79 38.51 1655503803.091253
-0.11 -0.13 -2.05 -2.29 17.52 12.45 9.46 39.43 1655503803.0945456
-0.1 -0.12 -2.05 -2.27 15.5 12.51 8.36 36.38 1655503803.0978577
-0.11 -0.12 -2.05 -2.28 16.05 11.41 7.87 35.34 1655503803.1026812
-0.1 -0.13 -2.05 -2.28 13.06 10.44 9.16 32.65 1655503803.1145477
-0.1 -0.12 -2.06 -2.28 15.01 11.11 9.16 35.28 1655503803.1156263
-0.1 -0.16 -2.05 -2.31 12.88 10.38 8.79 32.04 1655503803.1166668
-0.1 -0.12 -2.05 -2.28 11.9 10.38 8.97 31.25 1655503803.117707
-0.11 -0.13 -2.05 -2.28 11.11 10.01 9.52 30.64 1655503803.122854
-0.1 -0.12 -2.05 -2.28 10.01 8.0 9.46 27.47 1655503803.1239443
-0.1 -0.12 -2.04 -2.27 9.46 8.12 9.22 26.79 1655503803.124965
-0.11 -0.12 -2.05 -2.28 10.86 6.65 9.22 26.73 1655503803.1276503
-0.1 -0.12 -2.04 -2.26 10.38 8.48 9.58 28.44 1655503803.1311865
-0.1 -0.16 -2.04 -2.3 8.85 7.57 9.09 25.51 1655503803.134652
-0.1 -0.13 -2.04 -2.27 8.36 8.36 9.22 25.94 1655503803.1379533
-0.1 -0.13 -2.04 -2.27 8.42 8.24 8.48 25.15 1655503803.141228
-0.1 -0.13 -2.04 -2.27 8.85 10.31 9.22 28.38 1655503803.1443062
-0.1 -0.12 -2.04 -2.27 9.77 8.0 10.31 28.08 1655503803.1476448
-0.1 -0.13 -2.03 -2.26 9.83 8.06 9.22 27.1 1655503803.1507015
-0.1 -0.13 -2.03 -2.26 10.68 7.81 8.06 26.55 1655503803.16155
-0.1 -0.13 -2.03 -2.26 9.89 8.79 9.28 27.95 1655503803.1621056
-0.1 -0.13 -2.03 -2.26 9.52 8.36 7.69 25.57 1655503803.1625183
-0.1 -0.13 -2.03 -2.26 8.73 8.24 9.64 26.61 1655503803.163751
-0.1 -0.13 -2.02 -2.26 12.76 10.07 9.22 32.04 1655503803.1670868
-0.1 -0.13 -2.03 -2.26 11.29 9.28 8.48 29.05 1655503803.1704438
-0.11 -0.13 -2.03 -2.27 13.98 10.38 8.54 32.9 1655503803.1737812
-0.11 -0.13 -2.03 -2.26 15.2 9.95 9.28 34.42 1655503803.177172
-0.1 -0.13 -2.04 -2.27 14.28 10.38 9.52 34.18 1655503803.180878
-0.1 -0.13 -2.03 -2.26 15.14 11.05 11.05 37.23 1655503803.1840954
-0.1 -0.13 -2.03 -2.26 13.73 11.17 9.77 34.67 1655503803.1873674
-0.1 -0.13 -2.04 -2.27 16.66 11.29 9.22 37.17 1655503803.1906486
-0.1 -0.13 -2.03 -2.26 16.6 11.9 8.85 37.35 1655503803.1939907
-0.1 -0.13 -2.03 -2.26 16.48 13.73 9.95 40.16 1655503803.1973143
-0.11 -0.13 -2.04 -2.27 15.93 13.49 9.77 39.18 1655503803.2023835
-0.1 -0.13 -2.04 -2.27 16.11 12.82 9.64 38.57 1655503803.214146
-0.1 -0.13 -2.04 -2.27 16.05 13.0 8.48 37.54 1655503803.2152612
-0.1 -0.13 -2.04 -2.28 16.72 11.41 9.89 38.02 1655503803.216311
-0.1 -0.12 -2.04 -2.27 15.69 11.66 9.89 37.23 1655503803.217355
-0.11 -0.13 -2.04 -2.28 16.11 11.23 9.46 36.8 1655503803.2224455
-0.1 -0.13 -2.05 -2.28 14.89 10.62 8.85 34.36 1655503803.2235844
-0.11 -0.12 -2.05 -2.28 14.59 11.29 8.97 34.85 1655503803.2246425
-0.1 -0.13 -2.05 -2.28 14.83 10.62 10.07 35.52 1655503803.2272532
-0.04 -0.09 -2.04 -2.18 15.69 6.9 6.16 28.75 1655503803.230765
-0.03 -0.05 -1.85 -1.92 17.82 13.85 0.31 31.98 1655503803.23387
0.0 -0.06 -1.89 -1.95 30.46 18.19 -7.45 41.2 1655503803.237692
0.06 -0.02 -1.81 -1.78 45.17 18.8 -18.92 45.04 1655503803.2405355
0.04 -0.03 -1.83 -1.82 58.47 28.32 -31.98 54.81 1655503803.2437572
0.02 -0.01 -1.83 -1.82 70.01 33.2 -43.88 59.33 1655503803.24716
-0.07 0.08 -1.94 -1.93 76.05 41.63 -59.51 58.17 1655503803.2520874
-0.16 0.16 -2.0 -1.99 84.41 41.93 -71.78 54.57 1655503803.2637799
-0.18 0.21 -2.03 -2.0 86.91 43.03 -85.57 44.37 1655503803.264935
-0.12 0.16 -2.15 -2.11 89.9 33.14 -96.07 26.98 1655503803.2660003
-0.15 0.17 -1.96 -1.94 91.92 30.88 -104.25 18.55 1655503803.26711
-0.2 0.12 -1.91 -2.0 85.27 48.03 -112.61 20.69 1655503803.272234
-0.34 0.15 -2.04 -2.23 80.32 62.99 -140.26 3.05 1655503803.273323
-0.34 0.03 -2.37 -2.68 117.13 14.95 -137.08 -5.0 1655503803.2744172
-0.19 -0.18 -1.85 -2.23 115.42 8.97 -135.74 -11.35 1655503803.2769516
-0.2 -0.32 -2.34 -2.86 101.2 0.67 -125.92 -24.05 1655503803.2806585
-0.2 -0.28 -2.27 -2.75 89.84 5.74 -113.83 -18.25 1655503803.2835693
-0.07 -0.19 -1.97 -2.23 85.33 9.64 -99.98 -5.0 1655503803.2871854
-0.03 -0.16 -2.14 -2.33 78.92 1.34 -96.31 -16.05 1655503803.2903237
-0.05 -0.08 -2.09 -2.22 68.36 11.41 -101.32 -21.55 1655503803.2939372
0.09 -0.09 -2.03 -2.04 58.96 13.0 -103.03 -31.07 1655503803.2973077
0.1 0.07 -2.14 -1.97 53.59 7.08 -111.45 -50.78 1655503803.3022962
0.05 0.01 -2.14 -2.09 43.58 3.42 -124.27 -77.27 1655503803.3130941
-0.01 -0.01 -2.14 -2.15 27.95 0.49 -139.89 -111.45 1655503803.314227
0.08 -0.08 -2.11 -2.11 16.3 0.24 -147.71 -131.16 1655503803.3153484
0.05 -0.07 -2.17 -2.19 4.33 1.1 -157.53 -152.1 1655503803.3164256
-0.0 -0.19 -2.15 -2.33 -9.7 0.92 -161.44 -170.23 1655503803.3214645
-0.02 -0.07 -2.01 -2.11 -27.71 -1.59 -162.23 -191.53 1655503803.3226166
-0.02 -0.13 -2.1 -2.24 -39.06 -0.98 -162.17 -202.21 1655503803.3237696
-0.03 -0.21 -2.28 -2.51 -55.36 0.18 -162.23 -217.41 1655503803.327071
-0.12 -0.09 -2.18 -2.39 -67.81 -3.23 -160.95 -231.99 1655503803.330592
-0.17 -0.09 -2.12 -2.38 -83.37 -0.61 -165.53 -249.51 1655503803.334293
-0.18 -0.1 -2.14 -2.42 -94.73 1.53 -164.67 -257.87 1655503803.3373067
-0.12 -0.11 -1.89 -2.12 -76.23 -2.32 -172.12 -250.67 1655503803.3406563
-0.22 -0.15 -2.09 -2.46 -50.35 -41.08 -177.67 -269.1 1655503803.3439631
