AX AY AZ AT GX GY GZ GT TS
-0.11 -0.12 -2.03 -2.26 12.45 10.19 9.83 32.47 1655503830.3512132
-0.11 -0.11 -2.04 -2.25 12.27 9.7 8.85 30.82 1655503830.354649
-0.11 -0.12 -2.04 -2.26 11.9 11.6 9.03 32.53 1655503830.3583944
-0.1 -0.11 -2.04 -2.26 13.61 10.62 8.54 32.78 1655503830.361189
-0.11 -0.12 -2.04 -2.27 11.72 10.13 8.36 30.21 1655503830.3645053
-0.11 -0.11 -2.05 -2.27 12.27 10.01 8.48 30.76 1655503830.3678484
-0.11 -0.12 -2.04 -2.27 12.33 9.89 10.01 32.23 1655503830.3711805
-0.11 -0.11 -2.04 -2.27 11.9 10.86 9.34 32.1 1655503830.3743756
-0.11 -0.11 -2.04 -2.26 13.49 11.41 9.77 34.67 1655503830.3779225
-0.11 -0.11 -2.04 -2.26 13.18 10.07 9.09 32.35 1655503830.380988
-0.11 -0.12 -2.04 -2.27 12.08 9.77 8.36 30.21 1655503830.3844097
-0.11 -0.11 -2.04 -2.26 11.11 9.4 8.97 29.48 1655503830.387657
-0.11 -0.11 -2.04 -2.26 14.16 9.64 8.0 31.8 1655503830.3909361
-0.11 -0.11 -2.04 -2.26 13.67 8.67 8.97 31.31 1655503830.394533
-0.11 -0.12 -2.04 -2.27 13.37 9.4 10.07 32.84 1655503830.3978786
-0.11 -0.11 -2.05 -2.26 13.24 10.93 9.58 33.75 1655503830.4010053
-0.11 -0.11 -2.04 -2.26 12.51 8.85 8.73 30.09 1655503830.4042695
-0.11 -0.12 -2.03 -2.26 11.29 8.85 7.63 27.77 1655503830.4076235
-0.11 -0.11 -2.03 -2.26 13.24 9.4 8.18 30.82 1655503830.4109387
-0.11 -0.11 -2.03 -2.26 12.45 9.58 9.46 31.49 1655503830.4142065
-0.11 -0.11 -2.04 -2.26 13.55 10.07 9.28 32.9 1655503830.4175293
-0.11 -0.11 -2.03 -2.25 13.37 11.23 8.18 32.78 1655503830.4211159
-0.11 -0.11 -2.04 -2.26 14.47 9.22 8.0 31.68 1655503830.4241679
-0.11 -0.11 -2.04 -2.27 12.76 8.97 8.3 30.03 1655503830.4277813
-0.11 -0.12 -2.04 -2.27 13.85 10.01 8.67 32.53 1655503830.4308145
-0.12 -0.11 -2.03 -2.26 11.41 10.68 8.67 30.76 1655503830.434051
-0.11 -0.11 -2.04 -2.26 13.24 9.95 8.42 31.62 1655503830.4374025
-0.11 -0.11 -2.04 -2.26 12.76 8.91 8.91 30.58 1655503830.4407413
-0.11 -0.11 -2.03 -2.25 13.98 8.79 8.48 31.25 1655503830.4440446
-0.11 -0.12 -2.04 -2.26 11.78 9.52 8.67 29.97 1655503830.447317
-0.11 -0.11 -2.04 -2.26 13.43 8.85 8.48 30.76 1655503830.450726
-0.11 -0.11 -2.04 -2.26 13.92 9.83 8.3 32.04 1655503830.4540105
-0.11 -0.11 -2.04 -2.27 13.37 9.58 9.03 31.98 1655503830.4572465
-0.11 -0.11 -2.04 -2.26 12.51 10.93 8.85 32.29 1655503830.4608052
-0.11 -0.11 -2.04 -2.27 13.43 9.83 8.85 32.1 1655503830.464018
-0.11 -0.12 -2.04 -2.26 12.51 9.28 10.5 32.29 1655503830.4673018
-0.11 -0.11 -2.03 -2.26 11.78 9.89 10.31 31.98 1655503830.4706535
-0.11 -0.11 -2.04 -2.26 13.67 10.56 8.97 33.2 1655503830.4741726
-0.1 -0.12 -2.04 -2.26 12.94 10.19 9.28 32.41 1655503830.4772465
-0.11 -0.12 -2.04 -2.27 12.39 10.25 8.97 31.62 1655503830.4804723
-0.11 -0.11 -2.04 -2.27 13.06 10.62 9.4 33.08 1655503830.48414
-0.11 -0.11 -2.04 -2.26 11.96 10.31 9.22 31.49 1655503830.4874287
-0.11 -0.12 -2.04 -2.26 13.18 8.42 9.4 31.01 1655503830.4907863
-0.11 -0.11 -2.04 -2.26 13.18 8.12 9.28 30.58 1655503830.4940712
-0.1 -0.11 -2.04 -2.25 12.76 8.79 9.22 30.76 1655503830.4973803
-0.11 -0.12 -2.04 -2.26 11.96 9.16 8.61 29.72 1655503830.5004063
-0.11 -0.11 -2.03 -2.25 13.24 9.22 8.97 31.43 1655503830.5040197
-0.11 -0.11 -2.04 -2.25 13.18 8.54 9.83 31.56 1655503830.5070865
-0.11 -0.12 -2.05 -2.27 12.76 9.52 9.03 31.31 1655503830.5105996
-0.11 -0.12 -2.04 -2.26 11.6 8.42 9.64 29.66 1655503830.513751
-0.11 -0.11 -2.04 -2.25 11.9 7.45 9.09 28.44 1655503830.5173242
-0.11 -0.11 -2.04 -2.26 13.12 10.31 9.46 32.9 1655503830.5206208
-0.11 -0.11 -2.05 -2.26 12.76 11.11 8.54 32.41 1655503830.5239499
-0.1 -0.11 -2.04 -2.26 12.51 9.89 9.52 31.92 1655503830.5273325
-0.11 -0.11 -2.04 -2.26 10.8 10.38 9.4 30.58 1655503830.5305817
-0.11 -0.11 -2.04 -2.26 11.84 10.13 8.67 30.64 1655503830.5340202
-0.11 -0.11 -2.04 -2.26 12.15 9.58 8.12 29.85 1655503830.5371916
-0.1 -0.12 -2.04 -2.26 10.8 10.5 9.09 30.4 1655503830.5405455
-0.11 -0.11 -2.04 -2.26 12.82 10.19 9.77 32.78 1655503830.543828
-0.1 -0.11 -2.03 -2.25 12.21 12.08 9.83 34.12 1655503830.5471847
-0.11 -0.11 -2.04 -2.26 12.63 11.29 8.73 32.65 1655503830.550433
-0.11 -0.12 -2.03 -2.26 13.18 10.01 8.0 31.19 1655503830.5537503
-0.11 -0.11 -2.05 -2.27 12.21 9.77 8.42 30.4 1655503830.5570643
-0.11 -0.11 -2.04 -2.26 14.22 10.38 9.52 34.12 1655503830.561339
-0.11 -0.12 -2.03 -2.26 12.94 10.13 7.32 30.4 1655503830.5636988
-0.11 -0.11 -2.04 -2.27 12.27 9.64 8.48 30.4 1655503830.5670931
-0.11 -0.12 -2.04 -2.27 13.43 10.13 8.85 32.41 1655503830.5703368
-0.11 -0.11 -2.04 -2.27 13.18 8.67 8.67 30.52 1655503830.5742755
-0.11 -0.12 -2.03 -2.26 13.79 9.4 9.28 32.47 1655503830.576962
-0.11 -0.11 -2.04 -2.27 13.37 10.99 10.5 34.85 1655503830.5803149
-0.11 -0.11 -2.04 -2.26 13.43 9.7 10.31 33.45 1655503830.5836155
-0.11 -0.11 -2.04 -2.26 13.98 9.52 9.95 33.45 1655503830.5869179
-0.11 -0.11 -2.04 -2.27 12.82 9.7 9.46 31.98 1655503830.5902302
-0.11 -0.12 -2.04 -2.27 12.45 10.44 9.34 32.23 1655503830.5935628
-0.11 -0.11 -2.04 -2.26 13.31 9.46 8.3 31.07 1655503830.5968843
-0.11 -0.12 -2.04 -2.26 12.7 9.95 8.97 31.62 1655503830.6001816
-0.11 -0.11 -2.03 -2.26 13.85 9.52 9.28 32.65 1655503830.603484
-0.11 -0.11 -2.04 -2.26 12.82 10.93 8.85 32.59 1655503830.6068215
-0.11 -0.12 -2.04 -2.26 11.84 9.09 9.52 30.46 1655503830.6100998
-0.11 -0.11 -2.03 -2.26 11.66 8.85 10.01 30.52 1655503830.6134496
-0.11 -0.11 -2.04 -2.26 12.39 9.77 9.95 32.1 1655503830.6167712
-0.11 -0.11 -2.04 -2.26 11.96 10.07 8.3 30.33 1655503830.6201057
-0.11 -0.12 -2.04 -2.27 12.82 10.62 9.83 33.26 1655503830.6230066
-0.11 -0.12 -2.04 -2.26 14.53 10.19 10.01 34.73 1655503830.6262388
-0.11 -0.11 -2.04 -2.26 13.61 8.97 8.91 31.49 1655503830.6295772
-0.11 -0.11 -2.04 -2.27 12.76 9.83 9.34 31.92 1655503830.6330884
-0.11 -0.11 -2.05 -2.26 12.94 9.77 9.7 32.41 1655503830.6363144
-0.11 -0.11 -2.04 -2.26 12.51 8.06 10.74 31.31 1655503830.6397228
-0.11 -0.11 -2.04 -2.25 13.12 7.63 9.28 30.03 1655503830.6429453
-0.11 -0.11 -2.04 -2.26 12.76 9.46 8.97 31.19 1655503830.6465461
-0.11 -0.11 -2.04 -2.26 13.18 11.05 9.28 33.51 1655503830.6498785
-0.11 -0.12 -2.03 -2.26 11.78 9.64 9.16 30.58 1655503830.653156
-0.11 -0.11 -2.04 -2.26 12.7 11.66 9.28 33.63 1655503830.656504
-0.11 -0.11 -2.04 -2.26 13.24 12.15 9.28 34.67 1655503830.659783
-0.11 -0.11 -2.04 -2.26 12.7 9.89 9.09 31.68 1655503830.6630309
-0.11 -0.12 -2.04 -2.26 11.84 8.67 9.64 30.15 1655503830.6664028
-0.11 -0.11 -2.04 -2.26 14.16 9.46 9.22 32.84 1655503830.669715
-0.11 -0.12 -2.04 -2.26 12.45 10.25 9.77 32.47 1655503830.67305
-0.1 -0.11 -2.04 -2.25 13.43 10.07 9.22 32.71 1655503830.6763918
-0.11 -0.11 -2.04 -2.26 13.24 10.8 8.06 32.1 1655503830.6796448
-0.11 -0.12 -2.04 -2.27 13.0 10.62 8.24 31.86 1655503830.6830714
-0.11 -0.11 -2.04 -2.27 13.31 11.6 9.46 34.36 1655503830.6862998
-0.11 -0.12 -2.04 -2.26 12.21 10.01 9.95 32.17 1655503830.6896257
-0.11 -0.11 -2.04 -2.26 13.0 8.54 9.03 30.58 1655503830.692911
-0.11 -0.12 -2.04 -2.26 11.66 9.83 9.7 31.19 1655503830.6962538
-0.11 -0.12 -2.03 -2.26 13.79 8.73 9.52 32.04 1655503830.6995797
-0.11 -0.11 -2.04 -2.26 13.31 9.16 9.28 31.74 1655503830.7028794
-0.11 -0.11 -2.04 -2.26 14.34 10.68 9.58 34.61 1655503830.7062204
-0.11 -0.12 -2.04 -2.27 13.0 11.6 9.28 33.87 1655503830.7095454
-0.11 -0.11 -2.04 -2.26 12.94 10.19 8.67 31.8 1655503830.7128503
-0.11 -0.12 -2.04 -2.26 13.31 10.74 8.36 32.41 1655503830.716167
-0.11 -0.11 -2.04 -2.27 12.21 9.95 10.19 32.35 1655503830.7194777
-0.11 -0.12 -2.04 -2.26 14.16 9.09 9.83 33.08 1655503830.7227573
-0.11 -0.12 -2.03 -2.26 13.18 9.34 8.79 31.31 1655503830.7260742
-0.11 -0.11 -2.04 -2.26 12.88 10.68 9.16 32.71 1655503830.7293913
-0.1 -0.11 -2.04 -2.26 12.51 9.4 9.7 31.62 1655503830.7327118
-0.11 -0.11 -2.04 -2.27 11.96 9.22 7.63 28.81 1655503830.736008
-0.11 -0.11 -2.04 -2.27 13.37 10.8 9.22 33.39 1655503830.7393613
-0.11 -0.11 -2.05 -2.27 13.55 9.95 10.07 33.57 1655503830.742634
-0.11 -0.12 -2.04 -2.27 12.21 10.07 9.46 31.74 1655503830.7459977
-0.11 -0.11 -2.03 -2.26 11.17 9.95 9.46 30.58 1655503830.7492836
-0.1 -0.11 -2.04 -2.25 11.84 9.09 8.91 29.85 1655503830.7525842
-0.11 -0.11 -2.04 -2.26 13.79 11.11 8.61 33.51 1655503830.75593
-0.11 -0.11 -2.04 -2.26 10.93 10.93 8.97 30.82 1655503830.759268
-0.11 -0.11 -2.04 -2.26 12.33 9.89 9.58 31.8 1655503830.7637565
-0.1 -0.11 -2.04 -2.25 13.67 10.93 7.87 32.47 1655503830.7659063
-0.11 -0.12 -2.04 -2.27 13.85 10.86 9.89 34.61 1655503830.7691793
-0.11 -0.11 -2.04 -2.26 13.12 8.91 8.42 30.46 1655503830.7725089
-0.11 -0.11 -2.04 -2.27 13.85 9.77 9.22 32.84 1655503830.7758079
-0.11 -0.11 -2.04 -2.27 12.57 8.18 8.54 29.3 1655503830.7791555
-0.11 -0.11 -2.04 -2.26 12.51 9.89 9.46 31.86 1655503830.782458
-0.11 -0.11 -2.04 -2.26 12.39 9.09 8.06 29.54 1655503830.7857795
-0.11 -0.11 -2.04 -2.26 11.66 10.25 9.58 31.49 1655503830.7891076
-0.11 -0.11 -2.04 -2.26 11.9 10.68 9.28 31.86 1655503830.7923994
-0.11 -0.12 -2.04 -2.26 12.51 11.35 9.22 33.08 1655503830.795685
-0.11 -0.11 -2.04 -2.26 13.12 9.52 10.25 32.9 1655503830.7990408
-0.11 -0.11 -2.04 -2.26 11.96 10.99 9.4 32.35 1655503830.8023489
-0.11 -0.11 -2.04 -2.26 13.92 9.46 9.09 32.47 1655503830.8056557
-0.11 -0.11 -2.04 -2.26 13.49 7.87 8.67 30.03 1655503830.8089616
-0.11 -0.12 -2.04 -2.26 13.0 7.93 8.91 29.85 1655503830.812291
-0.11 -0.11 -2.04 -2.26 13.43 10.93 10.01 34.36 1655503830.8155868
-0.11 -0.11 -2.04 -2.26 12.63 11.72 9.16 33.51 1655503830.8189476
-0.11 -0.12 -2.04 -2.26 13.12 11.23 9.4 33.75 1655503830.8222811
-0.11 -0.11 -2.04 -2.26 13.06 10.93 9.58 33.57 1655503830.8256125
-0.11 -0.12 -2.04 -2.27 12.51 10.74 9.09 32.35 1655503830.8289328
-0.11 -0.12 -2.04 -2.26 12.76 9.7 9.09 31.56 1655503830.8321788
-0.11 -0.11 -2.04 -2.26 12.51 9.83 9.58 31.92 1655503830.8354726
-0.11 -0.12 -2.04 -2.27 11.05 9.4 9.34 29.79 1655503830.8387656
-0.11 -0.11 -2.04 -2.25 10.5 9.16 9.64 29.3 1655503830.8419552
-0.11 -0.12 -2.04 -2.27 13.61 7.51 9.77 30.88 1655503830.8451948
-0.11 -0.11 -2.04 -2.26 12.27 8.97 9.64 30.88 1655503830.8483977
-0.11 -0.12 -2.04 -2.27 12.51 11.47 9.16 33.14 1655503830.8522122
-0.11 -0.11 -2.04 -2.26 13.12 10.56 9.52 33.2 1655503830.855379
-0.1 -0.11 -2.04 -2.26 13.43 10.19 9.83 33.45 1655503830.858713
-0.11 -0.11 -2.05 -2.27 14.16 9.7 9.7 33.57 1655503830.8620524
-0.11 -0.11 -2.04 -2.25 13.12 10.13 9.64 32.9 1655503830.8652174
-0.11 -0.11 -2.03 -2.26 13.73 10.01 8.0 31.74 1655503830.8686666
-0.11 -0.12 -2.04 -2.27 12.27 10.31 8.3 30.88 1655503830.8719842
-0.11 -0.11 -2.04 -2.26 11.54 9.95 8.61 30.09 1655503830.8753178
-0.11 -0.11 -2.04 -2.26 14.77 9.28 8.73 32.78 1655503830.8785982
-0.11 -0.11 -2.04 -2.26 13.55 8.54 9.16 31.25 1655503830.8819084
-0.11 -0.11 -2.04 -2.27 12.33 9.64 9.46 31.43 1655503830.885245
-0.11 -0.11 -2.04 -2.26 13.43 9.7 9.22 32.35 1655503830.8885536
-0.11 -0.12 -2.04 -2.26 14.89 10.13 8.67 33.69 1655503830.8918784
-0.11 -0.12 -2.04 -2.27 13.37 10.56 8.67 32.59 1655503830.8952606
-0.11 -0.11 -2.05 -2.27 12.45 9.34 9.77 31.56 1655503830.8984714
-0.11 -0.12 -2.04 -2.27 12.15 9.64 9.64 31.43 1655503830.9018037
-0.11 -0.11 -2.03 -2.25 12.51 10.44 8.36 31.31 1655503830.9051185
-0.11 -0.11 -2.04 -2.26 11.78 8.85 9.52 30.15 1655503830.908434
-0.11 -0.11 -2.04 -2.27 12.21 9.34 8.91 30.46 1655503830.911739
-0.11 -0.11 -2.01 -2.23 12.33 9.09 9.34 30.76 1655503830.915041
-0.11 -0.11 -2.03 -2.25 11.72 7.75 9.95 29.42 1655503830.918327
-0.11 -0.11 -2.04 -2.26 13.61 8.97 10.5 33.08 1655503830.9216378
-0.11 -0.11 -2.04 -2.26 13.85 10.68 9.09 33.63 1655503830.9250085
-0.11 -0.11 -2.04 -2.26 12.27 10.5 9.4 32.17 1655503830.928284
-0.11 -0.11 -2.04 -2.26 12.63 10.62 8.36 31.62 1655503830.9315815
-0.11 -0.11 -2.04 -2.27 11.47 10.62 8.85 30.94 1655503830.9349244
-0.11 -0.11 -2.04 -2.26 12.76 10.8 9.09 32.65 1655503830.9382412
-0.11 -0.11 -2.03 -2.25 14.1 10.19 9.16 33.45 1655503830.9415894
-0.1 -0.12 -2.04 -2.26 13.37 10.07 9.16 32.59 1655503830.9448848
-0.11 -0.11 -2.04 -2.27 12.82 10.56 9.28 32.65 1655503830.9482152
-0.11 -0.11 -2.04 -2.26 13.55 10.93 8.3 32.78 1655503830.9515424
-0.11 -0.11 -2.04 -2.26 13.73 11.23 8.3 33.26 1655503830.954859
-0.11 -0.11 -2.04 -2.26 13.55 9.09 8.73 31.37 1655503830.9582772
-0.1 -0.11 -2.04 -2.25 13.31 11.29 8.97 33.57 1655503830.9614637
-0.11 -0.11 -2.04 -2.26 13.18 10.5 8.42 32.1 1655503830.9662344
-0.11 -0.11 -2.05 -2.27 13.24 11.23 7.81 32.29 1655503830.968107
-0.1 -0.12 -2.04 -2.26 12.57 10.5 8.67 31.74 1655503830.9716978
-0.11 -0.12 -2.04 -2.27 12.08 9.28 9.34 30.7 1655503830.9745672
-0.11 -0.11 -2.04 -2.27 12.51 9.09 9.46 31.07 1655503830.9781728
-0.11 -0.11 -2.04 -2.26 12.51 10.19 9.22 31.92 1655503830.9822738
-0.11 -0.11 -2.04 -2.26 13.61 9.46 7.75 30.82 1655503830.984867
-0.11 -0.12 -2.04 -2.26 13.31 9.22 8.61 31.13 1655503830.9882624
-0.11 -0.11 -2.04 -2.26 11.9 8.36 9.89 30.15 1655503830.9916391
-0.11 -0.11 -2.04 -2.27 13.0 10.44 9.4 32.84 1655503830.9948676
-0.11 -0.11 -2.04 -2.27 11.96 9.89 10.01 31.86 1655503830.9982772
-0.11 -0.12 -2.04 -2.26 12.27 9.52 8.67 30.46 1655503831.0013459
-0.11 -0.11 -2.04 -2.26 12.94 9.16 9.09 31.19 1655503831.0045533
-0.11 -0.11 -2.03 -2.25 13.55 9.52 9.22 32.29 1655503831.0078826
-0.11 -0.11 -2.04 -2.26 13.61 9.03 9.4 32.04 1655503831.011236
-0.11 -0.12 -2.04 -2.27 14.22 11.05 9.7 34.97 1655503831.0146947
-0.11 -0.11 -2.04 -2.26 12.82 9.03 9.46 31.31 1655503831.017986
-0.11 -0.11 -2.04 -2.26 13.24 10.5 9.77 33.51 1655503831.0211034
-0.11 -0.11 -2.04 -2.26 13.37 10.74 8.73 32.84 1655503831.0243938
-0.11 -0.11 -2.04 -2.27 13.49 11.54 9.03 34.06 1655503831.027689
-0.11 -0.11 -2.03 -2.25 12.82 9.58 8.3 30.7 1655503831.031114
-0.1 -0.11 -2.04 -2.25 15.93 11.11 8.73 35.77 1655503831.0343544
-0.11 -0.11 -2.04 -2.26 12.82 9.95 8.79 31.56 1655503831.0376985
-0.1 -0.11 -2.04 -2.26 12.33 10.31 9.03 31.68 1655503831.041042
-0.11 -0.11 -2.04 -2.27 11.96 10.31 10.44 32.71 1655503831.0443654
-0.11 -0.11 -2.04 -2.26 12.51 10.31 10.13 32.96 1655503831.0476704
-0.11 -0.11 -2.04 -2.26 12.08 10.25 9.58 31.92 1655503831.0511134
-0.11 -0.11 -2.05 -2.27 13.12 8.54 8.42 30.09 1655503831.054299
-0.11 -0.11 -2.04 -2.26 13.85 10.68 9.7 34.24 1655503831.057954
-0.11 -0.11 -2.04 -2.27 13.73 8.54 9.28 31.56 1655503831.0610704
-0.11 -0.11 -2.04 -2.26 12.63 9.83 9.89 32.35 1655503831.0642042
-0.11 -0.12 -2.04 -2.27 12.76 11.05 9.77 33.57 1655503831.0676098
-0.11 -0.11 -2.04 -2.26 12.02 8.91 9.46 30.4 1655503831.0710106
-0.11 -0.11 -2.03 -2.26 11.72 10.99 8.67 31.37 1655503831.07433
-0.11 -0.11 -2.03 -2.25 11.72 9.22 9.52 30.46 1655503831.0776315
-0.11 -0.11 -2.04 -2.27 12.51 9.64 8.3 30.46 1655503831.0809343
-0.11 -0.11 -2.04 -2.27 12.7 10.8 7.81 31.31 1655503831.0844681
-0.11 -0.11 -2.04 -2.26 12.7 9.64 8.61 30.94 1655503831.0875778
-0.11 -0.12 -2.04 -2.28 13.55 10.25 8.79 32.59 1655503831.090886
-0.11 -0.11 -2.03 -2.26 13.67 9.52 8.85 32.04 1655503831.0942655
-0.11 -0.11 -2.04 -2.26 13.43 8.91 9.4 31.74 1655503831.0982828
-0.11 -0.11 -2.04 -2.27 12.57 9.4 8.97 30.94 1655503831.1008582
-0.11 -0.11 -2.04 -2.26 12.08 11.29 8.48 31.86 1655503831.1040537
-0.11 -0.12 -2.04 -2.26 13.31 10.68 9.03 33.02 1655503831.107681
-0.11 -0.11 -2.04 -2.26 13.73 8.73 8.79 31.25 1655503831.1111143
-0.11 -0.11 -2.03 -2.26 13.55 9.34 9.89 32.78 1655503831.1141315
-0.11 -0.11 -2.03 -2.26 12.45 10.86 9.28 32.59 1655503831.1181974
-0.11 -0.11 -2.04 -2.26 12.88 10.38 10.01 33.26 1655503831.121194
-0.11 -0.12 -2.04 -2.27 13.49 11.05 9.46 34.0 1655503831.1242404
-0.11 -0.11 -2.04 -2.26 13.73 10.74 9.64 34.12 1655503831.1275735
-0.11 -0.11 -2.04 -2.26 13.18 10.01 9.77 32.96 1655503831.130855
-0.11 -0.11 -2.04 -2.26 11.9 9.89 8.67 30.46 1655503831.134251
-0.11 -0.12 -2.04 -2.26 12.15 9.64 7.75 29.54 1655503831.1371295
-0.11 -0.12 -2.03 -2.26 13.67 10.86 9.16 33.69 1655503831.1405284
-0.11 -0.11 -2.04 -2.26 12.7 10.38 9.83 32.9 1655503831.143826
-0.11 -0.11 -2.04 -2.26 12.08 9.16 9.22 30.46 1655503831.147119
-0.11 -0.11 -2.04 -2.26 13.06 9.16 9.77 31.98 1655503831.1504009
-0.11 -0.11 -2.04 -2.26 13.18 11.23 9.4 33.81 1655503831.1537104
-0.11 -0.11 -2.04 -2.26 12.33 10.93 8.24 31.49 1655503831.1570466
-0.11 -0.11 -2.04 -2.26 12.7 10.5 8.36 31.56 1655503831.1604638
-0.11 -0.12 -2.04 -2.26 12.45 9.34 9.34 31.13 1655503831.1636426
-0.11 -0.12 -2.04 -2.26 12.15 9.34 9.34 30.82 1655503831.167051
-0.11 -0.12 -2.05 -2.27 11.47 9.28 9.16 29.91 1655503831.17027
-0.11 -0.12 -2.03 -2.26 14.04 8.48 9.22 31.74 1655503831.1735997
-0.11 -0.11 -2.03 -2.25 12.76 10.38 9.22 32.35 1655503831.176956
-0.11 -0.11 -2.04 -2.26 12.76 10.01 9.52 32.29 1655503831.1802313
-0.11 -0.11 -2.04 -2.26 13.43 10.62 9.95 34.0 1655503831.1836596
-0.11 -0.11 -2.05 -2.27 13.49 11.29 9.16 33.94 1655503831.1868947
-0.11 -0.12 -2.04 -2.27 13.06 10.62 9.16 32.84 1655503831.190309
-0.11 -0.12 -2.04 -2.27 13.92 10.31 9.34 33.57 1655503831.1935062
-0.11 -0.12 -2.05 -2.27 12.27 10.07 9.7 32.04 1655503831.1968436
-0.11 -0.12 -2.05 -2.27 13.67 10.19 10.01 33.87 1655503831.200284
-0.12 -0.12 -2.03 -2.26 13.73 9.83 9.89 33.45 1655503831.2035317
-0.11 -0.11 -2.04 -2.26 14.1 8.67 9.52 32.29 1655503831.20678
-0.12 -0.12 -2.04 -2.27 14.04 9.7 8.12 31.86 1655503831.2101495
-0.11 -0.11 -2.04 -2.26 13.31 10.01 9.09 32.41 1655503831.2133482
-0.11 -0.11 -2.05 -2.27 13.18 9.7 9.09 31.98 1655503831.2166085
-0.11 -0.12 -2.04 -2.27 11.9 9.34 9.64 30.88 1655503831.2199812
-0.11 -0.11 -2.03 -2.26 13.18 10.56 8.85 32.59 1655503831.2236004
-0.11 -0.11 -2.04 -2.26 12.82 10.8 8.54 32.17 1655503831.2265766
-0.11 -0.11 -2.04 -2.26 12.08 10.38 9.28 31.74 1655503831.2300358
-0.11 -0.12 -2.03 -2.26 11.84 10.07 9.16 31.07 1655503831.2328258
-0.11 -0.12 -2.04 -2.26 12.76 9.28 8.91 30.94 1655503831.2363899
-0.11 -0.11 -2.04 -2.27 14.22 8.97 9.52 32.71 1655503831.2395844
-0.11 -0.11 -2.04 -2.27 13.0 9.22 9.7 31.92 1655503831.2430053
-0.11 -0.11 -2.03 -2.25 13.37 10.74 10.19 34.3 1655503831.2462144
-0.11 -0.11 -2.04 -2.26 10.99 9.58 9.16 29.72 1655503831.2496278
-0.11 -0.11 -2.04 -2.27 12.27 10.31 10.19 32.78 1655503831.2528167
-0.11 -0.11 -2.04 -2.26 13.85 9.03 8.3 31.19 1655503831.2562754
-0.11 -0.12 -2.04 -2.27 12.51 10.19 8.54 31.25 1655503831.2594543
-0.11 -0.11 -2.04 -2.25 12.63 9.58 8.79 31.01 1655503831.2629347
-0.11 -0.11 -2.04 -2.26 12.76 9.22 8.36 30.33 1655503831.266213
-0.11 -0.11 -2.04 -2.26 12.39 7.93 9.89 30.21 1655503831.2695582
-0.1 -0.12 -2.04 -2.26 13.92 9.77 9.34 33.02 1655503831.2728834
-0.11 -0.11 -2.04 -2.26 12.51 9.7 9.34 31.56 1655503831.276237
-0.1 -0.11 -2.04 -2.26 13.43 11.47 9.77 34.67 1655503831.2796032
-0.11 -0.11 -2.04 -2.26 13.06 10.68 8.85 32.59 1655503831.283011
-0.11 -0.12 -2.04 -2.27 11.96 9.95 8.67 30.58 1655503831.2863147
-0.11 -0.12 -2.04 -2.26 12.39 8.79 9.46 30.64 1655503831.2896159
-0.11 -0.12 -2.04 -2.27 12.15 9.58 9.28 31.01 1655503831.292982
-0.1 -0.12 -2.04 -2.26 12.7 8.67 8.79 30.15 1655503831.296254
-0.11 -0.11 -2.04 -2.26 14.53 9.58 8.42 32.53 1655503831.2995682
-0.11 -0.12 -2.04 -2.26 14.04 9.89 9.95 33.87 1655503831.3029468
-0.11 -0.12 -2.03 -2.25 11.35 9.58 9.16 30.09 1655503831.306211
-0.1 -0.12 -2.04 -2.26 12.76 8.91 9.58 31.25 1655503831.3095417
-0.11 -0.11 -2.04 -2.26 13.85 9.95 9.28 33.08 1655503831.3128555
-0.11 -0.11 -2.04 -2.26 14.4 9.03 8.24 31.68 1655503831.316218
-0.11 -0.11 -2.03 -2.25 12.45 10.68 8.18 31.31 1655503831.3194907
-0.11 -0.11 -2.03 -2.26 13.18 10.19 9.64 33.02 1655503831.3228288
-0.11 -0.12 -2.04 -2.27 14.04 10.31 9.22 33.57 1655503831.326129
-0.11 -0.12 -2.04 -2.26 12.88 9.09 8.91 30.88 1655503831.329416
-0.11 -0.12 -2.04 -2.26 12.15 8.91 10.5 31.56 1655503831.332736
-0.11 -0.11 -2.04 -2.27 13.67 10.07 9.64 33.39 1655503831.3360503
-0.11 -0.11 -2.05 -2.26 13.92 10.5 9.4 33.81 1655503831.339375
-0.11 -0.11 -2.04 -2.27 13.31 11.05 8.42 32.78 1655503831.3426857
-0.11 -0.11 -2.04 -2.26 13.06 10.01 9.7 32.78 1655503831.346046
-0.11 -0.11 -2.04 -2.26 12.76 9.89 10.31 32.96 1655503831.3493013
-0.11 -0.11 -2.04 -2.27 13.24 10.19 8.91 32.35 1655503831.3526194
-0.11 -0.11 -2.04 -2.27 12.94 10.62 9.7 33.26 1655503831.355924
-0.11 -0.11 -2.04 -2.26 12.39 10.62 9.22 32.23 1655503831.3592472
-0.11 -0.11 -2.04 -2.27 14.53 9.4 8.85 32.78 1655503831.362571
-0.11 -0.11 -2.04 -2.27 13.37 10.25 9.22 32.84 1655503831.3659046
-0.12 -0.11 -2.04 -2.27 13.06 9.83 9.34 32.23 1655503831.3705077
-0.11 -0.11 -2.04 -2.26 12.39 10.38 10.13 32.9 1655503831.3725905
-0.11 -0.11 -2.04 -2.27 12.15 10.13 9.89 32.17 1655503831.3762836
-0.11 -0.12 -2.04 -2.27 12.63 9.03 8.67 30.33 1655503831.379247
-0.11 -0.11 -2.03 -2.25 14.28 9.34 9.28 32.9 1655503831.3824825
